class,kind,type,qualifier,severity,line,procedure,procedure_id,file,trace,key,qualifier_tags,hash,bug_id,always_report,advice
PROVER,ERROR,RESOURCE_LEAK, resource of type java.io.FileOutputStream acquired to outputStream by call to FileOutputStream(...) at line 147 is not released after line 166,HIGH,166,void DownloadImage$1.onNext(ResponseBody),com.zeyad.cleanarchitecture.presentation.services.jobs.DownloadImage$1.onNext(okhttp3.ResponseBody):.31d9fde5f9ef159a231e4023579b8aa7,app/src/main/java/com/zeyad/cleanarchitecture/presentation/services/jobs/DownloadImage.java,"{""trace"":[{""level"":0,""filename"":""app/src/main/java/com/zeyad/cleanarchitecture/presentation/services/jobs/DownloadImage.java"",""line_number"":138,""description"":""start of procedure onNext(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void DownloadImage$1.onNext(ResponseBody)""},{""tag"":""name_id"",""value"":""com.zeyad.cleanarchitecture.presentation.services.jobs.DownloadImage$1.onNext(okhttp3.ResponseBody):.31d9fde5f9ef159a231e4023579b8aa7""}]},{""level"":0,""filename"":""app/src/main/java/com/zeyad/cleanarchitecture/presentation/services/jobs/DownloadImage.java"",""line_number"":140,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""app/src/main/java/com/zeyad/cleanarchitecture/presentation/services/jobs/DownloadImage.java"",""line_number"":141,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""app/src/main/java/com/zeyad/cleanarchitecture/presentation/services/jobs/DownloadImage.java"",""line_number"":143,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""app/src/main/java/com/zeyad/cleanarchitecture/presentation/services/jobs/DownloadImage.java"",""line_number"":144,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""app/src/main/java/com/zeyad/cleanarchitecture/presentation/services/jobs/DownloadImage.java"",""line_number"":145,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""app/src/main/java/com/zeyad/cleanarchitecture/presentation/services/jobs/DownloadImage.java"",""line_number"":146,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""app/src/main/java/com/zeyad/cleanarchitecture/presentation/services/jobs/DownloadImage.java"",""line_number"":147,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""app/src/main/java/com/zeyad/cleanarchitecture/presentation/services/jobs/DownloadImage.java"",""line_number"":149,""description"":""exception java.io.IOException"",""node_tags"":[{""tag"":""kind"",""value"":""exception""},{""tag"":""name"",""value"":""java.io.IOException""}]},{""level"":0,""filename"":""app/src/main/java/com/zeyad/cleanarchitecture/presentation/services/jobs/DownloadImage.java"",""line_number"":158,""description"":""Switch condition is true. Entering switch case"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""app/src/main/java/com/zeyad/cleanarchitecture/presentation/services/jobs/DownloadImage.java"",""line_number"":159,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""app/src/main/java/com/zeyad/cleanarchitecture/presentation/services/jobs/DownloadImage.java"",""line_number"":161,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""app/src/main/java/com/zeyad/cleanarchitecture/presentation/services/jobs/DownloadImage.java"",""line_number"":162,""description"":""exception java.io.IOException"",""node_tags"":[{""tag"":""kind"",""value"":""exception""},{""tag"":""name"",""value"":""java.io.IOException""}]},{""level"":0,""filename"":""app/src/main/java/com/zeyad/cleanarchitecture/presentation/services/jobs/DownloadImage.java"",""line_number"":166,""description"":"""",""node_tags"":[]}]}",589452476,<qualifier_tags><line>166</line><call_procedure>FileOutputStream(...)</call_procedure><call_line>147</call_line><value>outputStream</value></qualifier_tags>,204835910,70,false,
